,DWH_CARDUP_PAYMENT_ID,CARDUP_PAYMENT_CUSTOMER_COMPANY_ID,CARDUP_PAYMENT_SUCCESS_AT_UTC_TS,CARDUP_PAYMENT_PAYEE_NAME,CARDUP_PAYMENT_PAYMENT_TYPE,CARDUP_PAYMENT_SCHEDULE_TYPE,CARDUP_PAYMENT_USD_AMT,CARDUP_PAYMENT_NET_REVENUE_USD_AMT,CARDUP_PAYMENT_TOTAL_REVENUE_USD_AMT,PAYEE_NAME_WITH_SPACES,tokens,tokens_corpus
4063,db55ec88634887d3784640223d86b9de,,2024-09-10 04:12:53,173963_HOCK CHUAN HENG CAR RENTAL & TRADING,Misc,recurring,910.056,4.8460482,16.836036, hock chuan heng car rental  trading,"['hock', 'chuan', 'heng', 'car', 'rental', 'trading']",hock chuan heng car rental trading
4116,1befd4c6cbb5c85aa29f2453180db64c,,2023-12-26 15:02:28,159149_PROPFUNNELS PTE. LIMITED,Misc,recurring,7780.9788,41.597143,143.9481078, propfunnels  ,['propfunnels'],propfunnels
4129,b1af281aa04a5525da1e19790bd385a4,,2023-10-17 04:16:05,140421_JSPHERE AUTO SERVICES PTE. LTD.,Misc,recurring,1403.003,7.2501128,25.9593474, jsphere auto services  ,"['jsphere', 'auto', 'services']",jsphere auto services
4133,723b5f66687e8dd413b6ae19a308f367,,2023-11-28 04:02:37,63405_Seah Yoke Leng Janice,Misc,recurring,2275.89838,28.9246132,59.1763914, seah yoke leng janice,"['seah', 'yoke', 'leng', 'janice']",seah yoke leng janice
4142,570bf209a262eb01da584febb06e3efe,,2024-01-02 04:04:41,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.218716,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
4143,2180bbaeca04e1d35a7a4b43fef0156b,,2024-05-20 07:01:05,201058_RED ALPHA CYBERSECURITY PTE. LTD,Misc,recurring,7583.8,40.535411,140.3003, red alpha cybersecurity  ,"['red', 'alpha', 'cybersecurity']",red alpha cybersecurity
4172,dfff70fcb3dbce093bc64eb152ad7405,,2024-07-10 04:09:40,173963_HOCK CHUAN HENG CAR RENTAL & TRADING,Misc,recurring,910.056,4.8460482,16.836036, hock chuan heng car rental  trading,"['hock', 'chuan', 'heng', 'car', 'rental', 'trading']",hock chuan heng car rental trading
4176,6a5ff541e5953ac37bc45a8ffbcf7fa0,,2024-04-16 04:09:42,94027_MERCEDES-BENZ FLEET MANAGEMENT SINGAPORE PTE. LTD. f.k.a DAIMLER FLEET MANAGEMENT SINGAPORE PTE. LTD. f.k.a AUTOFLEET PACIFIC PTE. LTD.,Misc,recurring,2483.7627542,11.9596526,44.706501, mercedesbenz fleet management    fka daimler fleet management    fka autofleet pacific  ,"['mercedesbenz', 'fleet', 'management', 'fka', 'daimler', 'fleet', 'management', 'fka', 'autofleet', 'pacific']",mercedesbenz fleet management fka daimler fleet management fka autofleet pacific
4212,1d95c566b3a1b43527fb67d82664eb4a,,2024-09-18 04:02:07,74094_Mercedes-Benz Fleet Management Singapore Pte Ltd,Misc,recurring,2688.495019,34.4607872,69.8998846, mercedesbenz fleet management   ,"['mercedesbenz', 'fleet', 'management']",mercedesbenz fleet management
4215,6fbd840695746bc94273178b7c1eb3b9,,2024-03-26 16:17:49,17463_Ibraco Bhd,Misc,recurring,10890.3368,91.94493553504,174.2453888, ibraco ,['ibraco'],ibraco
4246,d1a76910cdc44ddc46f493a37741b649,,2024-07-05 10:00:57,201058_RED ALPHA CYBERSECURITY PTE. LTD,Misc,recurring,3033.52,16.4416784,56.12012, red alpha cybersecurity  ,"['red', 'alpha', 'cybersecurity']",red alpha cybersecurity
4249,620b0db4561bd56fdb322cf515f4e465,,2024-08-27 15:03:59,235520_Virtus Fertility Centre Singapore Pte Ltd,Misc,recurring,1322.61472,7.090853,24.4653388, virtus fertility centre   ,"['virtus', 'fertility', 'centre']",virtus fertility centre
4281,683449f5b9907b61ac85323dc318cfdb,,2024-02-27 04:01:01,57205_ST AUTO PTE LTD,Misc,recurring,1962.68744,24.9279506,51.0313902, st auto  ,"['st', 'auto']",st auto
4284,dbab1b7f0e83a6a53980d7753217b222,,2024-09-27 04:07:18,75008_National Car Rentals (Pte) Ltd ,Misc,recurring,1487.94156,8.000909,27.529194, national car rentals   ,"['national', 'car', 'rentals']",national car rentals
4294,1bc3fab06bf2ed70abe11b4317bb8d96,,2024-10-14 10:01:06,248271_ GREEN EMPLOYMENT PTE. LTD.,Misc,recurring,1137.57,5.8698612,21.045045,  green employment  ,"['green', 'employment']",green employment
4321,3f2e079f23901bae8d1e088cb2597f04,,2024-05-23 15:00:59,202407_My-Insurer Private Limited,Misc,recurring,1137.57,5.9684506,21.045045, myinsurer  ,['myinsurer'],myinsurer
4328,2ccb7f8516cb5eda2553564eb6ef3042,,2024-07-15 04:00:56,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.4158948,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
4332,06881c8979bd845ec029564c9ca46224,,2023-12-19 04:20:05,74094_Mercedes-Benz Fleet Management Singapore Pte Ltd,Misc,recurring,2663.8325014,14.1513708,49.2795324, mercedesbenz fleet management   ,"['mercedesbenz', 'fleet', 'management']",mercedesbenz fleet management
4343,4a163db222a5fffcc6f33479c2407005,,2024-06-05 17:33:42,154395_MAPLEBEAR PLAYWORKS @ CBP PTE. LTD.,Misc,recurring,1243.894876,6.6661602,23.0092492, maplebear playworks  cbp  ,"['maplebear', 'playworks', 'cbp']",maplebear playworks cbp
4362,4b169e68d339b40fab148cd704cc17ca,,2023-11-06 04:01:18,111887_Shaws CDLC @ Mountbatten Pte. Ltd.,Misc,recurring,1611.5575,20.438341,41.900495, shaws cdlc  mountbatten  ,"['shaws', 'cdlc', 'mountbatten']",shaws cdlc mountbatten
4367,dddaf0740edf009effdb5f38769e9831,,2024-09-09 10:12:03,236651_SG International Solutions Pte. Ltd.,Misc,recurring,4739.875,23.4263582,85.31775, sg international solutions  ,"['sg', 'international', 'solutions']",sg international solutions
4373,6d31a90dee2404ed17c11824c1724a05,,2023-10-20 04:18:04,22507_MOVA Automotive Pte Ltd,Misc,recurring,2047.626,10.6400714,37.881081, mova automotive  ,"['mova', 'automotive']",mova automotive
4405,92bc584b8d18cba5847b421ceeb0483b,,2023-12-27 04:00:21,63405_Seah Yoke Leng Janice,Misc,recurring,2275.89838,28.9246132,59.1763914, seah yoke leng janice,"['seah', 'yoke', 'leng', 'janice']",seah yoke leng janice
4416,effa16bc7b9aa8c7704edb27656d1e06,,2024-06-06 15:51:04,136974_TRIPLE 3 NINE CONSULTING,Misc,recurring,7583.8,41.3089586,140.3003, triple  nine consulting,"['triple', 'nine', 'consulting']",triple nine consulting
4421,af09518c4a061904c99919170e43db63,,2024-05-17 04:13:48,198001_READ Architecture,Misc,recurring,5545.65375,29.5995714,102.5936464, read architecture,"['read', 'architecture']",read architecture
4453,3ffd4f4a6bfd1824f94a88e63838fdf0,,2024-08-06 07:00:08,76308_VINCAR LEASING AND RENTAL PTE LTD,Misc,recurring,3265.58428,17.708173,60.4125508, vincar leasing and rental  ,"['vincar', 'leasing', 'rental']",vincar leasing rental
4455,e6027b012846053ef6e334343d99210c,,2024-08-19 04:01:45,47912_The American Club ,Misc,recurring,1137.57,3.2762016,18.20112, the american club ,"['american', 'club']",american club
4464,49916d63ec6a551ff566c36c92450b80,,2023-11-21 04:25:57,142076_CREV Consultancy Pte Ltd,Misc,recurring,2123.464,26.9755766,55.210064, crev consultancy  ,"['crev', 'consultancy']",crev consultancy
4475,3f770e59d276f35b4f4f50d7c63c9cb7,,2023-12-22 04:02:35,47912_The American Club ,Misc,recurring,1137.57,3.1624446,18.20112, the american club ,"['american', 'club']",american club
4479,f91cb01af9fbe72c60da27c9e817c889,,2024-03-20 04:10:13,142076_CREV Consultancy Pte Ltd,Misc,recurring,2123.464,26.9755766,55.210064, crev consultancy  ,"['crev', 'consultancy']",crev consultancy
4485,694acfc44beab4fa753e61d0ceb81223,,2024-08-01 15:00:54,223764_Nomads Design Studio,Misc,recurring,7583.8,41.3241262,140.3003, nomads design studio,"['nomads', 'design', 'studio']",nomads design studio
4506,1ac45be48a4c8868b55ed4589a16dd96,,2024-10-07 04:04:51,196751_Gem Floriculture Pte Ltd,Misc,recurring,1321.173798,3.7312296,34.3470302, gem floriculture  ,"['gem', 'floriculture']",gem floriculture
4520,0d06fed8f427ebe55522f0c41df91513,,2024-07-01 07:00:43,213615_Thong Teck Home For Senior Citizens,Misc,recurring,2047.626,11.0571804,37.881081, thong teck home for senior citizens,"['thong', 'teck', 'home', 'senior', 'citizens']",thong teck home senior citizens
4521,57a2f1d3bf1289a47803819373e7edeb,,2023-11-23 04:02:57,47912_The American Club ,Misc,recurring,1137.57,3.1624446,18.20112, the american club ,"['american', 'club']",american club
4575,7162a2507c4ac955e9fb254389a4b13c,,2024-08-20 15:02:35,233697_MINISTRY OF BLIND,Misc,recurring,1198.543752,6.4234786,22.1750312, ministry of blind,"['ministry', 'blind']",ministry blind
4589,8491ba17acf22ba1cb5c5653939a6a2c,,2024-08-28 15:12:34,82992_O2 Digital,Misc,recurring,15167.6,82.7544256,280.6006, o digital,['digital'],digital
4616,6db59c1d0cc1a6c4509738a7e9cecf32,,2024-10-09 07:01:22,247044_Ferndale pet travel pte ltd,Misc,recurring,4416.80512,24.002727,81.7078612, ferndale pet travel  ,"['ferndale', 'pet', 'travel']",ferndale pet travel
4621,787b754079a5197177d7ebd694d1763b,,2024-06-26 04:03:33,78590_Kinto Singapore Pte Ltd,Misc,recurring,2056.6658896,26.3309536,53.4733738, kinto   ,['kinto'],kinto
4645,d0528e097b38016b65c3f2b2e9a28a2a,,2023-12-11 04:03:26,142327_CHEONG TAILOR,Misc,recurring,1516.76,7.2576966,27.30168, cheong tailor,"['cheong', 'tailor']",cheong tailor
4650,a9f71f2b38ad4bff740a5707a85213d2,,2023-11-14 04:09:44,147412_Star Performance Motor Pte Ltd,Misc,recurring,7583.8,40.535411,140.3003, star performance motor  ,"['star', 'performance', 'motor']",star performance motor
4657,7a4f43efdbf8a7b56549d5ca1002f62f,,2024-07-23 10:01:16,116779_Yu Yi Optic LLP,Misc,recurring,1489.45832,8.0084928,27.5519454, yu yi optic ,"['yu', 'yi', 'optic']",yu yi optic
4720,d3ddf62f3c948dfb1bfca3f359d6cc83,,2024-08-28 15:01:04,75008_National Car Rentals (Pte) Ltd ,Misc,recurring,1487.94156,8.000909,27.529194, national car rentals   ,"['national', 'car', 'rentals']",national car rentals
4727,a12438823e157cd47842590c6efcbdc0,,2024-07-18 04:10:43,224055_POWER SOLUTION SERVICES PTE. LTD.,Misc,recurring,2953.6474184,16.001818,54.641279, power solution services  ,"['power', 'solution', 'services']",power solution services
4740,05d46eb42dac398a5730a992b50a8369,,2024-05-20 04:03:09,142076_CREV Consultancy Pte Ltd,Misc,recurring,2123.464,26.9755766,55.210064, crev consultancy  ,"['crev', 'consultancy']",crev consultancy
4746,9c3b00c75ee49b665a98c1bf02cf9db3,,2024-08-27 04:01:53,78590_Kinto Singapore Pte Ltd,Misc,recurring,2056.6658896,26.3309536,53.4733738, kinto   ,['kinto'],kinto
4784,cbc1327f44acfe6f04f3ba3a73fc3b25,,2024-08-16 10:00:21,201058_RED ALPHA CYBERSECURITY PTE. LTD,Misc,recurring,3033.52,16.4416784,56.12012, red alpha cybersecurity  ,"['red', 'alpha', 'cybersecurity']",red alpha cybersecurity
4792,dfa74621d73951d04f6cea71af2d0a5b,,2024-06-12 04:00:43,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.4158948,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
4859,3ac09056cf3dd777abcbf6b406dca8b5,,2024-01-22 10:00:42,117849_The Wedding Stylist Pte Ltd,Misc,recurring,1122.4024,5.8850288,20.7644444, the wedding stylist  ,"['wedding', 'stylist']",wedding stylist
4867,9bb0d0ca75198c36d30f21115421f083,,2024-06-04 10:13:15,116779_Yu Yi Optic LLP,Misc,recurring,7583.8,41.3165424,140.3003, yu yi optic ,"['yu', 'yi', 'optic']",yu yi optic
4889,907cf33a6d6ef38e56e033f274b803e1,,2023-10-27 04:02:03,78590_Kinto Singapore Pte Ltd,Misc,recurring,2037.7973952,25.671163,52.9804268, kinto   ,['kinto'],kinto
4902,c7ea91bc407aaaf6dd4a3c48b53196dd,,2023-10-09 04:01:16,93509_HONG LEONG FINANCE LIMITED f.k.a HONG LEONG SINGAPORE FINANCE LIMITED f.k.a SINGAPORE FINANCE LIMITED,Misc,recurring,1625.96672,8.418018,30.0773508, hong leong finance  fka hong leong  finance  fka  finance ,"['hong', 'leong', 'finance', 'fka', 'hong', 'leong', 'finance', 'fka', 'finance']",hong leong finance fka hong leong finance fka finance
4905,5d7bbd783d81799bdc7d0a24b95927e5,,2024-09-26 15:02:08,133366_Life Mastery Coaching Singapore LLP,Misc,recurring,1592.598,8.569694,29.463063, life mastery coaching  ,"['life', 'mastery', 'coaching']",life mastery coaching
4924,20f4f3cc8be9e04418f39b38ff8e07ec,,2024-05-16 15:00:51,138384_Mercedes-Benz Fleet Management Singapore Pte Ltd,Misc,recurring,7451.2882626,39.8377014,137.8507326, mercedesbenz fleet management   ,"['mercedesbenz', 'fleet', 'management']",mercedesbenz fleet management
4939,5974f6801c83b28802a1a8a1e3535718,,2023-12-26 04:01:16,57205_ST AUTO PTE LTD,Misc,recurring,1962.68744,24.9279506,51.0313902, st auto  ,"['st', 'auto']",st auto
4945,e451f8afa5fdb296dba0a6e40fc9cd07,,2024-09-05 04:04:35,196751_Gem Floriculture Pte Ltd,Misc,recurring,1321.173798,3.602305,34.3470302, gem floriculture  ,"['gem', 'floriculture']",gem floriculture
4991,4f0e7467dffa74dd61e119bf3c9811d4,,2023-12-26 04:27:03,152442_CL LEASING PTE LTD,Misc,recurring,1515.24324,7.9933252,28.0297248, cl leasing  ,"['cl', 'leasing']",cl leasing
4996,a4d8400f61564842e78aa7446bba2b75,,2024-08-07 14:39:11,227868_Singapore Life Ltd,Misc,recurring,15167.6,82.739258,280.6006,  life ,['life'],life
5003,54573f422ace845816ac2034af509bd5,,2024-09-27 04:01:04,63405_Seah Yoke Leng Janice,Misc,recurring,2275.89838,29.159711,59.1763914, seah yoke leng janice,"['seah', 'yoke', 'leng', 'janice']",seah yoke leng janice
5036,6897d57ba5890b36c3a0c4e7355eece8,,2024-07-17 15:01:29,207782_Bliss Helper Pte Ltd,Misc,recurring,2806.006,15.1979352,51.911111, bliss helper  ,"['bliss', 'helper']",bliss helper
5046,a86566b1261b93d31a34675d79e164a0,,2024-06-26 04:28:06,201058_RED ALPHA CYBERSECURITY PTE. LTD,Misc,recurring,3033.52,16.4416784,56.12012, red alpha cybersecurity  ,"['red', 'alpha', 'cybersecurity']",red alpha cybersecurity
5048,c92b9431ded3de51ea091222b002d6e3,,2024-02-01 04:01:13,137852_SIPM CONSULTANTS PTE. LTD.,Misc,recurring,5071.7648394,14.5457284,81.14666, sipm consultants  ,"['sipm', 'consultants']",sipm consultants
5069,2edd4b0549f37f7f09db1913c69740dd,,2024-01-30 04:00:35,63405_Seah Yoke Leng Janice,Misc,recurring,2275.89838,28.9246132,59.1763914, seah yoke leng janice,"['seah', 'yoke', 'leng', 'janice']",seah yoke leng janice
5089,235fb30654c03af09e2a1c81f3e5eeba,,2024-01-02 04:05:44,137852_SIPM CONSULTANTS PTE. LTD.,Misc,recurring,5025.9890226,14.4168038,80.4186152, sipm consultants  ,"['sipm', 'consultants']",sipm consultants
5093,0258ff4f76524e825cc079fb69a8ffde,,2024-05-28 04:01:56,78590_Kinto Singapore Pte Ltd,Misc,recurring,2056.6658896,26.126191,53.4733738, kinto   ,['kinto'],kinto
5113,8fc40ba29365e9b7f4c82e767176779a,,2024-06-18 10:00:22,138384_Mercedes-Benz Fleet Management Singapore Pte Ltd,Misc,recurring,7451.2882626,40.5809138,137.8507326, mercedesbenz fleet management   ,"['mercedesbenz', 'fleet', 'management']",mercedesbenz fleet management
5119,abaa9ed335192bf47d61749fdff69e9c,,2024-10-14 07:00:45,220212_High Speed Credit Pte Ltd,Misc,recurring,1137.57,-0.6901258,25.595325, high speed credit  ,"['high', 'speed', 'credit']",high speed credit
5132,04421f251decdcb314d4017bd24a9b92,,2024-04-22 04:01:52,142076_CREV Consultancy Pte Ltd,Misc,recurring,2123.464,26.9755766,55.210064, crev consultancy  ,"['crev', 'consultancy']",crev consultancy
5145,3319636609590f50fe98d83a77c03c2f,,2024-03-13 04:01:05,131934_STANDARD CHARTERED BANK (SINGAPORE) LIMITED,Misc,recurring,1875.8756814,6.218716,30.9494878, standard chartered bank  ,"['standard', 'chartered', 'bank']",standard chartered bank
5165,fdd94390b1fa8fb894701dc6ab7118dd,,2024-07-08 10:02:00,220495_Season Bus Services Co Pte Ltd,Misc,recurring,1446.4505902,7.7658112,26.7556464, season bus services co  ,"['season', 'bus', 'services', 'co']",season bus services co
5184,d538072dd4cacff40628c9663af28f11,,2024-03-12 04:08:08,22507_MOVA Automotive Pte Ltd,Misc,recurring,2066.5855,10.9510072,38.2299358, mova automotive  ,"['mova', 'automotive']",mova automotive
5189,c11124325797a9df01231f0fa2d55d76,,2024-05-16 07:00:43,172561_ X LAB PRO PTE. LTD.,Misc,recurring,967.996232,5.0583946,17.9053518,  x lab pro  ,"['x', 'lab', 'pro']",x lab pro
5223,490351ce783bc4ba642d049b6c10cc96,,2024-09-26 04:01:22,78590_Kinto Singapore Pte Ltd,Misc,recurring,2056.6658896,26.3309536,53.4733738, kinto   ,['kinto'],kinto
5251,2a7f090cab48eb02697d24f2c7e01a2e,,2024-02-20 04:29:27,74094_Mercedes-Benz Fleet Management Singapore Pte Ltd,Misc,recurring,2688.495019,14.2802954,49.7345604, mercedesbenz fleet management   ,"['mercedesbenz', 'fleet', 'management']",mercedesbenz fleet management
5259,846a6ba17378a57239b6688172ce03b6,,2024-05-07 10:00:27,196751_Gem Floriculture Pte Ltd,Misc,recurring,1321.173798,3.7388134,34.3470302, gem floriculture  ,"['gem', 'floriculture']",gem floriculture
5261,2dc8ab9b5b3ff722f478730b346e3153,,2024-01-29 01:42:05,148157_ClearHorizon Pte Ltd,Misc,recurring,22751.4,-68.6864766,511.9065, clearhorizon  ,['clearhorizon'],clearhorizon
5265,0238448a6ae58d58a0e15a19b8ca4090,,2024-09-17 15:18:06,223780_PERFECT COOL AIR-COND SERVICES,Misc,recurring,4269.6794,26.732895,82.5724144, perfect cool aircond services,"['perfect', 'cool', 'aircond', 'services']",perfect cool aircond services
5266,8f824d0da1e69bf891e04f6656ffff85,,2024-08-20 04:03:03,142076_CREV Consultancy Pte Ltd,Misc,recurring,2123.464,5.9077802,55.210064, crev consultancy  ,"['crev', 'consultancy']",crev consultancy
5289,196155937e1b4202b4ff6b53fadedd0b,,2024-05-28 04:01:15,63405_Seah Yoke Leng Janice,Misc,recurring,2275.89838,28.9246132,59.1763914, seah yoke leng janice,"['seah', 'yoke', 'leng', 'janice']",seah yoke leng janice
5294,ae81c8da646104a97b3d2bcc2683a4bb,,2024-07-04 15:02:15,133366_Life Mastery Coaching Singapore LLP,Misc,recurring,1592.598,8.569694,29.463063, life mastery coaching  ,"['life', 'mastery', 'coaching']",life mastery coaching
5309,9945e3157d411f842296ce5f2405df92,,2024-01-29 04:17:24,117849_The Wedding Stylist Pte Ltd,Misc,recurring,1122.4024,5.8850288,20.7644444, the wedding stylist  ,"['wedding', 'stylist']",wedding stylist
5316,b7894a73fee15ce3dc2189b17cf41245,,2024-02-08 04:04:25,142327_CHEONG TAILOR,Misc,recurring,1516.76,7.2576966,27.30168, cheong tailor,"['cheong', 'tailor']",cheong tailor
5337,d6b83c5e4ba55155ac8203f0edf386f6,,2024-07-15 04:12:29,82992_O2 Digital,Misc,recurring,12815.86362,69.8998846,237.0923394, o digital,['digital'],digital
5339,59a71d83a0a8bfee1a7506a263cd0f26,,2023-11-28 04:04:59,78590_Kinto Singapore Pte Ltd,Misc,recurring,2037.7973952,25.8835094,52.9804268, kinto   ,['kinto'],kinto
5359,37fb82af6dc575beba3064fa5918968f,,2024-02-20 04:22:52,22507_MOVA Automotive Pte Ltd,Misc,recurring,2066.5855,10.9510072,38.2299358, mova automotive  ,"['mova', 'automotive']",mova automotive
5363,3eef221919693691c977e66cd77f107b,,2023-12-12 04:15:29,147662_SUN CITY MAINTENANCE PTE. LTD.,Misc,recurring,1322.766396,-0.0985894,29.7588312, sun city maintenance  ,"['sun', 'city', 'maintenance']",sun city maintenance
5364,55fffb6c46af239ed7473c0d965111d3,,2024-01-12 10:27:05,156834_Fitness International Federation Pte Ltd,Misc,recurring,4482.973775,33.975424,96.3825142, fitness international federation  ,"['fitness', 'international', 'federation']",fitness international federation
5375,84eeed44195083afd3ffa190c47d8ea4,,2024-02-21 01:24:04,148157_ClearHorizon Pte Ltd,Misc,recurring,22751.4,-68.6864766,511.9065, clearhorizon  ,['clearhorizon'],clearhorizon
5385,116f90b2ccd23f69d80b9b695f353b5b,,2024-07-04 12:27:04,216657_S.Shankar Cardio Thoracic & Vascular Surgical Clinic Pte Ltd. ,Misc,recurring,6901.258,47.7248534,137.9417382, sshankar cardio thoracic  vascular surgical clinic   ,"['sshankar', 'cardio', 'thoracic', 'vascular', 'surgical', 'clinic']",sshankar cardio thoracic vascular surgical clinic
5391,3831611ad2742797515b59fc0ec730cd,,2024-07-15 04:10:51,136974_TRIPLE 3 NINE CONSULTING,Misc,recurring,2230.39558,12.058242,41.2634558, triple  nine consulting,"['triple', 'nine', 'consulting']",triple nine consulting
5406,1acabd096c8343234fe6332b4768016c,,2023-11-02 15:00:53,148053_T&L Accountancy LLP,Misc,recurring,2275.14,12.0734096,42.09009, tl accountancy ,"['tl', 'accountancy']",tl accountancy
5421,26f8dab95381ca0455481b682cdeb911,,2024-09-27 15:00:48,244187_Mercedes-Benz Fleet Management Singapore Pte. Ltd,Misc,recurring,1478.841,7.9554062,27.3623504, mercedesbenz fleet management   ,"['mercedesbenz', 'fleet', 'management']",mercedesbenz fleet management
5430,fbd6aa4fcd9be9f5e3b7c1f4c758f024,,2023-12-26 04:02:25,78590_Kinto Singapore Pte Ltd,Misc,recurring,2037.7973952,25.8835094,52.9804268, kinto   ,['kinto'],kinto
5431,13e4a30f88fae64bdf1716edd370e3f7,,2023-10-30 04:00:18,63405_Seah Yoke Leng Janice,Misc,recurring,2275.89838,28.6895154,59.1763914, seah yoke leng janice,"['seah', 'yoke', 'leng', 'janice']",seah yoke leng janice
5439,36e9addeb7903e485b3202eb547bf3cb,,2024-07-03 17:59:35,117038_Sustainability Collective Pte Ltd,Misc,recurring,7204.61,39.246165,133.285285, sustainability collective  ,"['sustainability', 'collective']",sustainability collective
5440,d00e13ed6c47af641eabd5c1ef8b1be7,,2024-01-17 07:00:12,47912_The American Club ,Misc,recurring,1137.57,3.1624446,18.20112, the american club ,"['american', 'club']",american club
5466,537f2a8632c018bc223e62effe5635e1,,2023-11-07 07:00:27,147412_Star Performance Motor Pte Ltd,Misc,recurring,7583.8,40.5278272,140.3003, star performance motor  ,"['star', 'performance', 'motor']",star performance motor
5468,a6a183df986d8ef050943d7fb11d1f7d,,2024-04-01 10:00:27,52606_X-TREME AUTO PTE LTD,Misc,recurring,947.975,11.9748202,24.64735, xtreme auto  ,"['xtreme', 'auto']",xtreme auto
5504,0c0cfc3bcc51f142aa5e78332d2d30b3,,2024-08-27 15:01:05,210411_FLYWIRE (SINGAPORE) PTE. LTD.,Misc,recurring,1782.193,9.6086746,32.9743624, flywire   ,['flywire'],flywire
5524,915599f84d0077bcb4b27a9446a3234c,,2023-11-10 04:02:55,76308_VINCAR LEASING AND RENTAL PTE LTD,Misc,recurring,3235.24908,17.215226,59.8513496, vincar leasing and rental  ,"['vincar', 'leasing', 'rental']",vincar leasing rental
